# 词	编码	人工权重	分类	类型	实体	来源	核对日期
TanStack Table	tanstacktable	40	前端框架	english	TanStack Table	development-names	2026-09-17
TanStack Virtual	tanstackvirtual	40	前端框架	english	TanStack Virtual	development-names	2026-09-17
Tantivy	tantivy	40	数据检索	english	Tantivy	development-names	2026-09-17
Tape	tape	40	测试质量	english	Tape	development-names	2026-09-17
TaskGroup	taskgroup	40	桌面移动	english	TaskGroup	development-names	2026-09-17
Taskfile.yml	taskfileyml	40	文件配置	english	Taskfile.yml	development-names	2026-09-17
Tauri	tauri	40	前端框架	english	Tauri	development-names	2026-09-17
TeamCity	teamcity	40	部署运维	english	TeamCity	development-names	2026-09-17
Tekton	tekton	40	部署运维	english	Tekton	development-names	2026-09-17
Tempo	tempo	40	部署运维	english	Tempo	development-names	2026-09-17
Temporal	temporal	40	部署运维	english	Temporal	development-names	2026-09-17
Tencent Cloud	tencentcloud	40	部署运维	english	Tencent Cloud	development-names	2026-09-17
TensorRT LLM	tensorrtllm	40	数据检索	english	TensorRT LLM	development-names	2026-09-17
Terraform	terraform	40	部署运维	english	Terraform	development-names	2026-09-17
Tesseract	tesseract	40	数据检索	english	Tesseract	development-names	2026-09-17
TestCafe	testcafe	40	测试质量	english	TestCafe	development-names	2026-09-17
TestFlight	testflight	40	桌面移动	english	TestFlight	development-names	2026-09-17
TestNG	testng	40	测试质量	english	TestNG	development-names	2026-09-17
Testcontainers	testcontainers	40	测试质量	english	Testcontainers	development-names	2026-09-17
Testify	testify	40	测试质量	english	Testify	development-names	2026-09-17
Testing Library	testinglibrary	40	测试质量	english	Testing Library	development-names	2026-09-17
Text Embeddings Inference	textembeddingsinference	40	数据检索	english	Text Embeddings Inference	development-names	2026-09-17
ThinkPHP	thinkphp	40	后端框架	english	ThinkPHP	development-names	2026-09-17
Thiserror	thiserror	40	后端框架	english	Thiserror	development-names	2026-09-17
Three.js	threejs	40	前端框架	english	Three.js	development-names	2026-09-17
TiDB	tidb	40	数据检索	english	TiDB	development-names	2026-09-17
TigerGraph	tigergraph	40	数据检索	english	TigerGraph	development-names	2026-09-17
Timeout	timeout	40	接口协议	english	Timeout	development-names	2026-09-17
TimescaleDB	timescaledb	40	数据检索	english	TimescaleDB	development-names	2026-09-17
Tiptap	tiptap	40	前端框架	english	Tiptap	development-names	2026-09-17
Token Budget	tokenbudget	40	编程助手	english	Token Budget	development-names	2026-09-17
Token用量	tokenyongliang	30	中英开发表达	mixed	Token用量	curated	2026-09-17
Token预算	tokenyusuan	30	中英开发表达	mixed	Token预算	curated	2026-09-17
Tokio	tokio	40	后端框架	english	Tokio	development-names	2026-09-17
Tomcat	tomcat	40	后端框架	english	Tomcat	development-names	2026-09-17
Tonic	tonic	40	后端框架	english	Tonic	development-names	2026-09-17
Tool Call	toolcall	40	编程助手	english	Tool Call	development-names	2026-09-17
Tool Use	tooluse	40	编程助手	english	Tool Use	development-names	2026-09-17
TopK	topk	40	数据检索	english	TopK	development-names	2026-09-17
TopP	topp	40	数据检索	english	TopP	development-names	2026-09-17
Tornado	tornado	40	后端框架	english	Tornado	development-names	2026-09-17
Tower	tower	40	后端框架	english	Tower	development-names	2026-09-17
Tox	tox	40	测试质量	english	Tox	development-names	2026-09-17
Trace ID	traceid	40	接口协议	english	Trace ID	development-names	2026-09-17
Tracing	tracing	40	后端框架	english	Tracing	development-names	2026-09-17
Traefik	traefik	40	部署运维	english	Traefik	development-names	2026-09-17
Travis CI	travisci	40	部署运维	english	Travis CI	development-names	2026-09-17
Tree-sitter	treesitter	40	编程助手	english	Tree-sitter	development-names	2026-09-17
Trino	trino	40	部署运维	english	Trino	development-names	2026-09-17
Triton Inference Server	tritoninferenceserver	40	数据检索	english	Triton Inference Server	development-names	2026-09-17
Trivy	trivy	40	测试质量	english	Trivy	development-names	2026-09-17
Trunk Based Development	trunkbaseddevelopment	40	版本协作	english	Trunk Based Development	development-names	2026-09-17
TurboModules	turbomodules	40	桌面移动	english	TurboModules	development-names	2026-09-17
Turbopack	turbopack	40	前端框架	english	Turbopack	development-names	2026-09-17
Turborepo	turborepo	40	包管理构建	english	Turborepo	development-names	2026-09-17
Twine	twine	40	包管理构建	english	Twine	development-names	2026-09-17
Tyk	tyk	40	部署运维	english	Tyk	development-names	2026-09-17
TypeORM	typeorm	40	后端框架	english	TypeORM	development-names	2026-09-17
TypeScript	typescript	40	语言运行时	english	TypeScript	development-names	2026-09-17
TypeScript接口	typescriptjiekou	30	中英开发表达	mixed	TypeScript接口	curated	2026-09-17
TypeScript类型	typescriptleixing	30	中英开发表达	mixed	TypeScript类型	curated	2026-09-17
Typesense	typesense	40	数据检索	english	Typesense	development-names	2026-09-17
UDP	udp	40	接口协议	english	UDP	development-names	2026-09-17
UIKit	uikit	40	桌面移动	english	UIKit	development-names	2026-09-17
UI测试	uiceshi	30	中英开发表达	mixed	UI测试	curated	2026-09-17
UI组件	uizujian	30	中英开发表达	mixed	UI组件	curated	2026-09-17
ULID	ulid	40	接口协议	english	ULID	development-names	2026-09-17
URLSession	urlsession	40	桌面移动	english	URLSession	development-names	2026-09-17
URQL	urql	40	接口协议	english	URQL	development-names	2026-09-17
USearch	usearch	40	数据检索	english	USearch	development-names	2026-09-17
UUID	uuid	40	接口协议	english	UUID	development-names	2026-09-17
UX设计	uxsheji	30	中英开发表达	mixed	UX设计	curated	2026-09-17
Undertow	undertow	40	后端框架	english	Undertow	development-names	2026-09-17
UnoCSS	unocss	40	前端框架	english	UnoCSS	development-names	2026-09-17
Unstructured	unstructured	40	数据检索	english	Unstructured	development-names	2026-09-17
Uptime Kuma	uptimekuma	40	部署运维	english	Uptime Kuma	development-names	2026-09-17
Uptrace	uptrace	40	部署运维	english	Uptrace	development-names	2026-09-17
UserDefaults	userdefaults	40	桌面移动	english	UserDefaults	development-names	2026-09-17
Uvicorn	uvicorn	40	后端框架	english	Uvicorn	development-names	2026-09-17
V8	v8	40	语言运行时	english	V8	development-names	2026-09-17
Vagrant	vagrant	40	部署运维	english	Vagrant	development-names	2026-09-17
Vale	vale	40	测试质量	english	Vale	development-names	2026-09-17
Valkey	valkey	40	数据检索	english	Valkey	development-names	2026-09-17
Valtio	valtio	40	前端框架	english	Valtio	development-names	2026-09-17
Vanilla Extract	vanillaextract	40	前端框架	english	Vanilla Extract	development-names	2026-09-17
Vault	vault	40	部署运维	english	Vault	development-names	2026-09-17
Vector	vector	40	部署运维	english	Vector	development-names	2026-09-17
Vector Database	vectordatabase	40	数据检索	english	Vector Database	development-names	2026-09-17
Vector Search	vectorsearch	40	数据检索	english	Vector Search	development-names	2026-09-17
Vegeta	vegeta	40	测试质量	english	Vegeta	development-names	2026-09-17
Vercel	vercel	40	部署运维	english	Vercel	development-names	2026-09-17
Vert.x	vertx	40	后端框架	english	Vert.x	development-names	2026-09-17
Vespa	vespa	40	数据检索	english	Vespa	development-names	2026-09-17
Vibe Coding	vibecoding	40	编程助手	english	Vibe Coding	development-names	2026-09-17
VictoriaMetrics	victoriametrics	40	数据检索	english	VictoriaMetrics	development-names	2026-09-17
ViewModel	viewmodel	40	桌面移动	english	ViewModel	development-names	2026-09-17
Vision	vision	40	桌面移动	english	Vision	development-names	2026-09-17
Vite	vite	40	前端框架	english	Vite	development-names	2026-09-17
Vitest	vitest	40	前端框架	english	Vitest	development-names	2026-09-17
Volta	volta	40	包管理构建	english	Volta	development-names	2026-09-17
Voyager	voyager	40	数据检索	english	Voyager	development-names	2026-09-17
Vue	vue	40	前端框架	english	Vue	development-names	2026-09-17
Vue Router	vuerouter	40	前端框架	english	Vue Router	development-names	2026-09-17
Vue Test Utils	vuetestutils	40	测试质量	english	Vue Test Utils	development-names	2026-09-17
Vue.js	vuejs	40	前端框架	english	Vue.js	development-names	2026-09-17
Vuetify	vuetify	40	前端框架	english	Vuetify	development-names	2026-09-17
Vuex	vuex	40	前端框架	english	Vuex	development-names	2026-09-17
Vue指令	vuezhiling	30	中英开发表达	mixed	Vue指令	curated	2026-09-17
Vue组件	vuezujian	30	中英开发表达	mixed	Vue组件	curated	2026-09-17
Vue路由	vueluyou	30	中英开发表达	mixed	Vue路由	curated	2026-09-17
WASI	wasi	40	语言运行时	english	WASI	development-names	2026-09-17
WKWebView	wkwebview	40	桌面移动	english	WKWebView	development-names	2026-09-17
WPF	wpf	40	桌面移动	english	WPF	development-names	2026-09-17
WSDL	wsdl	40	接口协议	english	WSDL	development-names	2026-09-17
Wails	wails	40	前端框架	english	Wails	development-names	2026-09-17
Warp	warp	40	后端框架	english	Warp	development-names	2026-09-17
Wasm	wasm	40	语言运行时	english	Wasm	development-names	2026-09-17
Web Components	webcomponents	40	前端框架	english	Web Components	development-names	2026-09-17
Web Workers	webworkers	40	前端框架	english	Web Workers	development-names	2026-09-17
WebAssembly	webassembly	40	语言运行时	english	WebAssembly	development-names	2026-09-17
WebAuthn	webauthn	40	接口协议	english	WebAuthn	development-names	2026-09-17
WebGL	webgl	40	前端框架	english	WebGL	development-names	2026-09-17
WebGPU	webgpu	40	前端框架	english	WebGPU	development-names	2026-09-17
WebKit	webkit	40	桌面移动	english	WebKit	development-names	2026-09-17
WebPageTest	webpagetest	40	测试质量	english	WebPageTest	development-names	2026-09-17
WebRTC	webrtc	40	前端框架	english	WebRTC	development-names	2026-09-17
WebSocket	websocket	40	前端框架	english	WebSocket	development-names	2026-09-17
WebSocket API	websocketapi	40	接口协议	english	WebSocket API	development-names	2026-09-17
WebSocket连接	websocketlianjie	30	中英开发表达	mixed	WebSocket连接	curated	2026-09-17
WebdriverIO	webdriverio	40	测试质量	english	WebdriverIO	development-names	2026-09-17
Webhook	webhook	40	接口协议	english	Webhook	development-names	2026-09-17
Webhooks	webhooks	40	接口协议	english	Webhooks	development-names	2026-09-17
Webpack	webpack	40	前端框架	english	Webpack	development-names	2026-09-17
Wheel	wheel	40	包管理构建	english	Wheel	development-names	2026-09-17
WhisperX	whisperx	40	数据检索	english	WhisperX	development-names	2026-09-17
WidgetKit	widgetkit	40	桌面移动	english	WidgetKit	development-names	2026-09-17
WinForms	winforms	40	桌面移动	english	WinForms	development-names	2026-09-17
WinUI	winui	40	桌面移动	english	WinUI	development-names	2026-09-17
Windi CSS	windicss	40	前端框架	english	Windi CSS	development-names	2026-09-17
Windsurf	windsurf	40	编程助手	english	Windsurf	development-names	2026-09-17
WireMock	wiremock	40	测试质量	english	WireMock	development-names	2026-09-17
Woodpecker	woodpecker	40	部署运维	english	Woodpecker	development-names	2026-09-17
WorkManager	workmanager	40	桌面移动	english	WorkManager	development-names	2026-09-17
Workspace	workspace	40	编程助手	english	Workspace	development-names	2026-09-17
Worktree	worktree	40	编程助手	english	Worktree	development-names	2026-09-17
XCTest	xctest	40	测试质量	english	XCTest	development-names	2026-09-17
XML	xml	40	语言运行时	english	XML	development-names	2026-09-17
XML-RPC	xmlrpc	40	接口协议	english	XML-RPC	development-names	2026-09-17
XPC	xpc	40	桌面移动	english	XPC	development-names	2026-09-17
XSS	xss	40	接口协议	english	XSS	development-names	2026-09-17
XState	xstate	40	前端框架	english	XState	development-names	2026-09-17
Xcode	xcode	40	桌面移动	english	Xcode	development-names	2026-09-17
YAML	yaml	40	语言运行时	english	YAML	development-names	2026-09-17
YAML配置	yamlpeizhi	30	中英开发表达	mixed	YAML配置	curated	2026-09-17
Yarn	yarn	40	包管理构建	english	Yarn	development-names	2026-09-17
YugabyteDB	yugabytedb	40	数据检索	english	YugabyteDB	development-names	2026-09-17
Zabbix	zabbix	40	部署运维	english	Zabbix	development-names	2026-09-17
ZeroMQ	zeromq	40	部署运维	english	ZeroMQ	development-names	2026-09-17
Zig	zig	40	语言运行时	english	Zig	development-names	2026-09-17
Zilliz	zilliz	40	数据检索	english	Zilliz	development-names	2026-09-17
Zipkin	zipkin	40	部署运维	english	Zipkin	development-names	2026-09-17
ZooKeeper	zookeeper	40	数据检索	english	ZooKeeper	development-names	2026-09-17
Zsh	zsh	40	语言运行时	english	Zsh	development-names	2026-09-17
Zustand	zustand	40	前端框架	english	Zustand	development-names	2026-09-17
Zypper	zypper	40	包管理构建	english	Zypper	development-names	2026-09-17
aiohttp	aiohttp	40	后端框架	english	aiohttp	development-names	2026-09-17
alembic.ini	alembicini	40	文件配置	english	alembic.ini	development-names	2026-09-17
apk	apk	40	包管理构建	english	apk	development-names	2026-09-17
application.properties	applicationproperties	40	文件配置	english	application.properties	development-names	2026-09-17
application.yml	applicationyml	40	文件配置	english	application.yml	development-names	2026-09-17
appsettings.Development.json	appsettingsdevelopmentjson	40	文件配置	english	appsettings.Development.json	development-names	2026-09-17
appsettings.json	appsettingsjson	40	文件配置	english	appsettings.json	development-names	2026-09-17
apt	apt	40	包管理构建	english	apt	development-names	2026-09-17
apt-get	aptget	40	包管理构建	english	apt-get	development-names	2026-09-17
asdf	asdf	40	包管理构建	english	asdf	development-names	2026-09-17
astro.config.mjs	astroconfigmjs	40	文件配置	english	astro.config.mjs	development-names	2026-09-17
async-std	asyncstd	40	后端框架	english	async-std	development-names	2026-09-17
biome.json	biomejson	40	文件配置	english	biome.json	development-names	2026-09-17
bisect	bisect	40	版本协作	english	bisect	development-names	2026-09-17
blame	blame	40	版本协作	english	blame	development-names	2026-09-17
bootstrap.yml	bootstrapyml	40	文件配置	english	bootstrap.yml	development-names	2026-09-17
branch	branch	40	版本协作	english	branch	development-names	2026-09-17
build.gradle	buildgradle	40	文件配置	english	build.gradle	development-names	2026-09-17
build.gradle.kts	buildgradlekts	40	文件配置	english	build.gradle.kts	development-names	2026-09-17
build.rs	buildrs	40	文件配置	english	build.rs	development-names	2026-09-17
bun.lock	bunlock	40	文件配置	english	bun.lock	development-names	2026-09-17
bun.lockb	bunlockb	40	文件配置	english	bun.lockb	development-names	2026-09-17
bunx	bunx	40	包管理构建	english	bunx	development-names	2026-09-17
cargo-audit	cargoaudit	40	包管理构建	english	cargo-audit	development-names	2026-09-17
cargo-deny	cargodeny	40	包管理构建	english	cargo-deny	development-names	2026-09-17
cargo-edit	cargoedit	40	包管理构建	english	cargo-edit	development-names	2026-09-17
cargo-llvm-cov	cargollvmcov	40	包管理构建	english	cargo-llvm-cov	development-names	2026-09-17
cargo-nextest	cargonextest	40	包管理构建	english	cargo-nextest	development-names	2026-09-17
cargo-tarpaulin	cargotarpaulin	40	包管理构建	english	cargo-tarpaulin	development-names	2026-09-17
cargo-watch	cargowatch	40	包管理构建	english	cargo-watch	development-names	2026-09-17
ccache	ccache	40	包管理构建	english	ccache	development-names	2026-09-17
changelog	changelog	40	版本协作	english	changelog	development-names	2026-09-17
checkout	checkout	40	版本协作	english	checkout	development-names	2026-09-17
cherry-pick	cherrypick	40	版本协作	english	cherry-pick	development-names	2026-09-17
clippy.toml	clippytoml	40	文件配置	english	clippy.toml	development-names	2026-09-17
clone	clone	40	版本协作	english	clone	development-names	2026-09-17
commit	commit	40	版本协作	english	commit	development-names	2026-09-17
components.json	componentsjson	40	文件配置	english	components.json	development-names	2026-09-17
compose.yaml	composeyaml	40	文件配置	english	compose.yaml	development-names	2026-09-17
composer.json	composerjson	40	文件配置	english	composer.json	development-names	2026-09-17
composer.lock	composerlock	40	文件配置	english	composer.lock	development-names	2026-09-17
config.json	configjson	40	文件配置	english	config.json	development-names	2026-09-17
config.toml	configtoml	40	文件配置	english	config.toml	development-names	2026-09-17
config.yaml	configyaml	40	文件配置	english	config.yaml	development-names	2026-09-17
conftest.py	conftestpy	40	文件配置	english	conftest.py	development-names	2026-09-17
containerd	containerd	40	部署运维	english	containerd	development-names	2026-09-17
dbt	dbt	40	部署运维	english	dbt	development-names	2026-09-17
default.nix	defaultnix	40	文件配置	english	default.nix	development-names	2026-09-17
develop	develop	40	版本协作	english	develop	development-names	2026-09-17
diff	diff	40	版本协作	english	diff	development-names	2026-09-17
distcc	distcc	40	包管理构建	english	distcc	development-names	2026-09-17
dnf	dnf	40	包管理构建	english	dnf	development-names	2026-09-17
docker-compose.yml	dockercomposeyml	40	文件配置	english	docker-compose.yml	development-names	2026-09-17
dpkg	dpkg	40	包管理构建	english	dpkg	development-names	2026-09-17
drizzle.config.ts	drizzleconfigts	40	文件配置	english	drizzle.config.ts	development-names	2026-09-17
electron-builder.yml	electronbuilderyml	40	文件配置	english	electron-builder.yml	development-names	2026-09-17
esbuild	esbuild	40	前端框架	english	esbuild	development-names	2026-09-17
eslint.config.js	eslintconfigjs	40	文件配置	english	eslint.config.js	development-names	2026-09-17
eslint.config.mjs	eslintconfigmjs	40	文件配置	english	eslint.config.mjs	development-names	2026-09-17
etcd	etcd	40	数据检索	english	etcd	development-names	2026-09-17
extensions.json	extensionsjson	40	文件配置	english	extensions.json	development-names	2026-09-17
fast-forward	fastforward	40	版本协作	english	fast-forward	development-names	2026-09-17
feature	feature	40	版本协作	english	feature	development-names	2026-09-17
fetch	fetch	40	版本协作	english	fetch	development-names	2026-09-17
fixup	fixup	40	版本协作	english	fixup	development-names	2026-09-17
flake.lock	flakelock	40	文件配置	english	flake.lock	development-names	2026-09-17
flake.nix	flakenix	40	文件配置	english	flake.nix	development-names	2026-09-17
fly.toml	flytoml	40	文件配置	english	fly.toml	development-names	2026-09-17
fnm	fnm	40	包管理构建	english	fnm	development-names	2026-09-17
gRPC	grpc	40	接口协议	english	gRPC	development-names	2026-09-17
gRPC服务	grpcfuwu	30	中英开发表达	mixed	gRPC服务	curated	2026-09-17
global.json	globaljson	40	文件配置	english	global.json	development-names	2026-09-17
go.mod	gomod	40	文件配置	english	go.mod	development-names	2026-09-17
go.sum	gosum	40	文件配置	english	go.sum	development-names	2026-09-17
go.work.sum	goworksum	40	文件配置	english	go.work.sum	development-names	2026-09-17
gradle.properties	gradleproperties	40	文件配置	english	gradle.properties	development-names	2026-09-17
gradlew	gradlew	40	文件配置	english	gradlew	development-names	2026-09-17
gradlew.bat	gradlewbat	40	文件配置	english	gradlew.bat	development-names	2026-09-17
hey	hey	40	测试质量	english	hey	development-names	2026-09-17
hotfix	hotfix	40	版本协作	english	hotfix	development-names	2026-09-17
http4s	http4s	40	后端框架	english	http4s	development-names	2026-09-17
isort	isort	40	包管理构建	english	isort	development-names	2026-09-17
jQuery	jquery	40	前端框架	english	jQuery	development-names	2026-09-17
jsconfig.json	jsconfigjson	40	文件配置	english	jsconfig.json	development-names	2026-09-17
k6	k6	40	测试质量	english	k6	development-names	2026-09-17
kubectl	kubectl	40	部署运维	english	kubectl	development-names	2026-09-17
kustomization.yaml	kustomizationyaml	40	文件配置	english	kustomization.yaml	development-names	2026-09-17
launch.json	launchjson	40	文件配置	english	launch.json	development-names	2026-09-17
lib.rs	librs	40	文件配置	english	lib.rs	development-names	2026-09-17
lint-staged	lintstaged	40	测试质量	english	lint-staged	development-names	2026-09-17
llama-cpp-python	llamacpppython	40	数据检索	english	llama-cpp-python	development-names	2026-09-17
llama.cpp	llamacpp	40	数据检索	english	llama.cpp	development-names	2026-09-17
log4j2.xml	log4j2xml	40	文件配置	english	log4j2.xml	development-names	2026-09-17
logback.xml	logbackxml	40	文件配置	english	logback.xml	development-names	2026-09-17
main	main	40	版本协作	english	main	development-names	2026-09-17
main.rs	mainrs	40	文件配置	english	main.rs	development-names	2026-09-17
manage.py	managepy	40	文件配置	english	manage.py	development-names	2026-09-17
manifest.json	manifestjson	40	文件配置	english	manifest.json	development-names	2026-09-17
master	master	40	版本协作	english	master	development-names	2026-09-17
mcp.json	mcpjson	40	文件配置	english	mcp.json	development-names	2026-09-17
merge	merge	40	版本协作	english	merge	development-names	2026-09-17
mise	mise	40	包管理构建	english	mise	development-names	2026-09-17
mise.toml	misetoml	40	文件配置	english	mise.toml	development-names	2026-09-17
mypy.ini	mypyini	40	文件配置	english	mypy.ini	development-names	2026-09-17
napi-rs	napirs	40	语言运行时	english	napi-rs	development-names	2026-09-17
netlify.toml	netlifytoml	40	文件配置	english	netlify.toml	development-names	2026-09-17
next.config.ts	nextconfigts	40	文件配置	english	next.config.ts	development-names	2026-09-17
npm	npm	40	包管理构建	english	npm	development-names	2026-09-17
npx	npx	40	包管理构建	english	npx	development-names	2026-09-17
nuxt.config.ts	nuxtconfigts	40	文件配置	english	nuxt.config.ts	development-names	2026-09-17
nvm	nvm	40	包管理构建	english	nvm	development-names	2026-09-17
openapi.yaml	openapiyaml	40	文件配置	english	openapi.yaml	development-names	2026-09-17
origin	origin	40	版本协作	english	origin	development-names	2026-09-17
package-lock.json	packagelockjson	40	文件配置	english	package-lock.json	development-names	2026-09-17
package.json	packagejson	40	文件配置	english	package.json	development-names	2026-09-17
pacman	pacman	40	包管理构建	english	pacman	development-names	2026-09-17
patch	patch	40	版本协作	english	patch	development-names	2026-09-17
pdfplumber	pdfplumber	40	数据检索	english	pdfplumber	development-names	2026-09-17
pgvecto.rs	pgvectors	40	数据检索	english	pgvecto.rs	development-names	2026-09-17
pgvector	pgvector	40	数据检索	english	pgvector	development-names	2026-09-17
pgvectorscale	pgvectorscale	40	数据检索	english	pgvectorscale	development-names	2026-09-17
pip	pip	40	包管理构建	english	pip	development-names	2026-09-17
pipx	pipx	40	包管理构建	english	pipx	development-names	2026-09-17
pnpm	pnpm	40	包管理构建	english	pnpm	development-names	2026-09-17
pnpm-lock.yaml	pnpmlockyaml	40	文件配置	english	pnpm-lock.yaml	development-names	2026-09-17
pnpm-workspace.yaml	pnpmworkspaceyaml	40	文件配置	english	pnpm-workspace.yaml	development-names	2026-09-17
pnpx	pnpx	40	包管理构建	english	pnpx	development-names	2026-09-17
poetry.lock	poetrylock	40	文件配置	english	poetry.lock	development-names	2026-09-17
pom.xml	pomxml	40	文件配置	english	pom.xml	development-names	2026-09-17
postcss.config.js	postcssconfigjs	40	文件配置	english	postcss.config.js	development-names	2026-09-17
pre-commit	precommit	40	测试质量	english	pre-commit	development-names	2026-09-17
pull	pull	40	版本协作	english	pull	development-names	2026-09-17
push	push	40	版本协作	english	push	development-names	2026-09-17
pyenv	pyenv	40	包管理构建	english	pyenv	development-names	2026-09-17
pyproject.toml	pyprojecttoml	40	文件配置	english	pyproject.toml	development-names	2026-09-17
pytest	pytest	40	测试质量	english	pytest	development-names	2026-09-17
pytest-cov	pytestcov	40	测试质量	english	pytest-cov	development-names	2026-09-17
pytest-xdist	pytestxdist	40	测试质量	english	pytest-xdist	development-names	2026-09-17
pytest.ini	pytestini	40	文件配置	english	pytest.ini	development-names	2026-09-17
rebase	rebase	40	版本协作	english	rebase	development-names	2026-09-17
reflog	reflog	40	版本协作	english	reflog	development-names	2026-09-17
release	release	40	版本协作	english	release	development-names	2026-09-17
remote	remote	40	版本协作	english	remote	development-names	2026-09-17
render.yaml	renderyaml	40	文件配置	english	render.yaml	development-names	2026-09-17
requirements-dev.txt	requirementsdevtxt	40	文件配置	english	requirements-dev.txt	development-names	2026-09-17
requirements.txt	requirementstxt	40	文件配置	english	requirements.txt	development-names	2026-09-17
rollup.config.js	rollupconfigjs	40	文件配置	english	rollup.config.js	development-names	2026-09-17
rpm	rpm	40	包管理构建	english	rpm	development-names	2026-09-17
ruff.toml	rufftoml	40	文件配置	english	ruff.toml	development-names	2026-09-17
runc	runc	40	部署运维	english	runc	development-names	2026-09-17
rust-toolchain.toml	rusttoolchaintoml	40	文件配置	english	rust-toolchain.toml	development-names	2026-09-17
rustc	rustc	40	包管理构建	english	rustc	development-names	2026-09-17
rustfmt	rustfmt	40	包管理构建	english	rustfmt	development-names	2026-09-17
rustfmt.toml	rustfmttoml	40	文件配置	english	rustfmt.toml	development-names	2026-09-17
rustup	rustup	40	包管理构建	english	rustup	development-names	2026-09-17
sccache	sccache	40	包管理构建	english	sccache	development-names	2026-09-17
schema.prisma	schemaprisma	40	文件配置	english	schema.prisma	development-names	2026-09-17
settings.gradle	settingsgradle	40	文件配置	english	settings.gradle	development-names	2026-09-17
settings.gradle.kts	settingsgradlekts	40	文件配置	english	settings.gradle.kts	development-names	2026-09-17
settings.json	settingsjson	40	文件配置	english	settings.json	development-names	2026-09-17
setup.cfg	setupcfg	40	文件配置	english	setup.cfg	development-names	2026-09-17
setup.py	setuppy	40	文件配置	english	setup.py	development-names	2026-09-17
shadcn/ui	shadcnui	40	前端框架	english	shadcn/ui	development-names	2026-09-17
shell.nix	shellnix	40	文件配置	english	shell.nix	development-names	2026-09-17
sqlc	sqlc	40	后端框架	english	sqlc	development-names	2026-09-17
squash	squash	40	版本协作	english	squash	development-names	2026-09-17
stash	stash	40	版本协作	english	stash	development-names	2026-09-17
submodule	submodule	40	版本协作	english	submodule	development-names	2026-09-17
subtree	subtree	40	版本协作	english	subtree	development-names	2026-09-17
svelte.config.js	svelteconfigjs	40	文件配置	english	svelte.config.js	development-names	2026-09-17
swagger.json	swaggerjson	40	文件配置	english	swagger.json	development-names	2026-09-17
tRPC	trpc	40	后端框架	english	tRPC	development-names	2026-09-17
tag	tag	40	版本协作	english	tag	development-names	2026-09-17
tailwind.config.js	tailwindconfigjs	40	文件配置	english	tailwind.config.js	development-names	2026-09-17
tasks.json	tasksjson	40	文件配置	english	tasks.json	development-names	2026-09-17
tauri.conf.json	tauriconfjson	40	文件配置	english	tauri.conf.json	development-names	2026-09-17
tox.ini	toxini	40	文件配置	english	tox.ini	development-names	2026-09-17
tsconfig.json	tsconfigjson	40	文件配置	english	tsconfig.json	development-names	2026-09-17
unittest	unittest	40	测试质量	english	unittest	development-names	2026-09-17
upstream	upstream	40	版本协作	english	upstream	development-names	2026-09-17
uv	uv	40	包管理构建	english	uv	development-names	2026-09-17
uv.lock	uvlock	40	文件配置	english	uv.lock	development-names	2026-09-17
values.yaml	valuesyaml	40	文件配置	english	values.yaml	development-names	2026-09-17
vcpkg	vcpkg	40	包管理构建	english	vcpkg	development-names	2026-09-17
venv	venv	40	包管理构建	english	venv	development-names	2026-09-17
vercel.json	verceljson	40	文件配置	english	vercel.json	development-names	2026-09-17
virtualenv	virtualenv	40	包管理构建	english	virtualenv	development-names	2026-09-17
vite.config.ts	viteconfigts	40	文件配置	english	vite.config.ts	development-names	2026-09-17
vitest.config.ts	vitestconfigts	40	文件配置	english	vitest.config.ts	development-names	2026-09-17
wasm-bindgen	wasmbindgen	40	语言运行时	english	wasm-bindgen	development-names	2026-09-17
webpack.config.js	webpackconfigjs	40	文件配置	english	webpack.config.js	development-names	2026-09-17
winget	winget	40	包管理构建	english	winget	development-names	2026-09-17
wrangler.toml	wranglertoml	40	文件配置	english	wrangler.toml	development-names	2026-09-17
wrk	wrk	40	测试质量	english	wrk	development-names	2026-09-17
xUnit	xunit	40	测试质量	english	xUnit	development-names	2026-09-17
yarn.lock	yarnlock	40	文件配置	english	yarn.lock	development-names	2026-09-17
yum	yum	40	包管理构建	english	yum	development-names	2026-09-17
向量TopK	xiangliangtopk	30	中英开发表达	mixed	向量TopK	curated	2026-09-17
go.work	gowork	40	文件配置	english	go.work	development-names	2026-09-17
