# 词	编码	人工权重	分类	类型	实体	来源	核对日期
相对定位	xiang dui ding wei	30	前端交互	term	相对定位	curated	2026-09-17
真机验证	zhen ji yan zheng	30	测试验收	term	真机验证	curated	2026-09-17
知识切片	zhi shi qie pian	30	向量检索	term	知识切片	curated	2026-09-17
知识库同步	zhi shi ku tong bu	30	向量检索	term	知识库同步	curated	2026-09-17
确定性构建	que ding xing gou jian	30	开发操作	term	确定性构建	curated	2026-09-17
确认弹窗	que ren dan chuang	30	前端交互	term	确认弹窗	curated	2026-09-17
确认根因	que ren gen yin	30	代理开发	term	确认根因	curated	2026-09-17
禁用状态	jin yong zhuang tai	30	前端交互	term	禁用状态	curated	2026-09-17
离线安装	li xian an zhuang	30	开发操作	term	离线安装	curated	2026-09-17
离线验证	li xian yan zheng	30	测试验收	term	离线验证	curated	2026-09-17
私有包	si you bao	30	开发操作	term	私有包	curated	2026-09-17
私有接口	si you jie kou	30	架构设计	term	私有接口	curated	2026-09-17
租户标识	zu hu biao shi	30	后端数据	term	租户标识	curated	2026-09-17
租户路由	zu hu lu you	30	后端数据	term	租户路由	curated	2026-09-17
租户隔离	zu hu ge li	30	后端数据	term	租户隔离	curated	2026-09-17
移动应用	yi dong ying yong	30	桌面移动	term	移动应用	curated	2026-09-17
稀疏召回	xi shu zhao hui	30	向量检索	term	稀疏召回	curated	2026-09-17
稠密召回	chou mi zhao hui	30	向量检索	term	稠密召回	curated	2026-09-17
稳定复现	wen ding fu xian	30	排障修复	term	稳定复现	curated	2026-09-17
稳定性测试	wen ding xing ce shi	30	测试验收	term	稳定性测试	curated	2026-09-17
稳定接口	wen ding jie kou	30	架构设计	term	稳定接口	curated	2026-09-17
空值处理	kong zhi chu li	30	排障修复	term	空值处理	curated	2026-09-17
空引用	kong yin yong	30	排障修复	term	空引用	curated	2026-09-17
空指针异常	kong zhi zhen yi chang	30	排障修复	term	空指针异常	curated	2026-09-17
空状态	kong zhuang tai	30	前端交互	term	空状态	curated	2026-09-17
空输入	kong shu ru	30	测试验收	term	空输入	curated	2026-09-17
窗口关闭	chuang kou guan bi	30	桌面移动	term	窗口关闭	curated	2026-09-17
窗口函数	chuang kou han shu	30	后端数据	term	窗口函数	curated	2026-09-17
窗口恢复	chuang kou hui fu	30	桌面移动	term	窗口恢复	curated	2026-09-17
窗口焦点	chuang kou jiao dian	30	桌面移动	term	窗口焦点	curated	2026-09-17
窗口状态	chuang kou zhuang tai	30	桌面移动	term	窗口状态	curated	2026-09-17
窗口管理	chuang kou guan li	30	桌面移动	term	窗口管理	curated	2026-09-17
窗口缩放	chuang kou suo fang	30	桌面移动	term	窗口缩放	curated	2026-09-17
窗口置顶	chuang kou zhi ding	30	桌面移动	term	窗口置顶	curated	2026-09-17
竞态条件	jing tai tiao jian	30	排障修复	term	竞态条件	curated	2026-09-17
竞态问题	jing tai wen ti	30	排障修复	term	竞态问题	curated	2026-09-17
端到端测试	duan dao duan ce shi	30	测试验收	term	端到端测试	curated	2026-09-17
端口映射	duan kou ying she	30	可靠运维	term	端口映射	curated	2026-09-17
端口暴露	duan kou bao lu	30	可靠运维	term	端口暴露	curated	2026-09-17
符号搜索	fu hao sou suo	30	开发操作	term	符号搜索	curated	2026-09-17
策略模式	ce lve mo shi	30	架构设计	term	策略模式	curated	2026-09-17
签名证书	qian ming zheng shu	30	桌面移动	term	签名证书	curated	2026-09-17
简拼输入	jian pin shu ru	30	桌面移动	term	简拼输入	curated	2026-09-17
类型检查	lei xing jian cha	30	测试验收	term	类型检查	curated	2026-09-17
类组件	lei zu jian	30	前端交互	term	类组件	curated	2026-09-17
粘性定位	zhan xing ding wei	30	前端交互	term	粘性定位	curated	2026-09-17
精度丢失	jing du diu shi	30	后端数据	term	精度丢失	curated	2026-09-17
精确近邻	jing que jin lin	30	向量检索	term	精确近邻	curated	2026-09-17
系统托盘	xi tong tuo pan	30	桌面移动	term	系统托盘	curated	2026-09-17
系统指令	xi tong zhi ling	30	代理开发	term	系统指令	curated	2026-09-17
索引下推	suo yin xia tui	30	后端数据	term	索引下推	curated	2026-09-17
索引入库	suo yin ru ku	30	向量检索	term	索引入库	curated	2026-09-17
索引内存	suo yin nei cun	30	向量检索	term	索引内存	curated	2026-09-17
索引分区	suo yin fen qu	30	向量检索	term	索引分区	curated	2026-09-17
索引加载	suo yin jia zai	30	向量检索	term	索引加载	curated	2026-09-17
索引参数	suo yin can shu	30	向量检索	term	索引参数	curated	2026-09-17
索引召回率	suo yin zhao hui lv	30	向量检索	term	索引召回率	curated	2026-09-17
索引合并	suo yin he bing	30	向量检索	term	索引合并	curated	2026-09-17
索引失效	suo yin shi xiao	30	后端数据	term	索引失效	curated	2026-09-17
索引扫描	suo yin sao miao	30	后端数据	term	索引扫描	curated	2026-09-17
索引持久化	suo yin chi jiu hua	30	向量检索	term	索引持久化	curated	2026-09-17
索引空间	suo yin kong jian	30	向量检索	term	索引空间	curated	2026-09-17
索引类型	suo yin lei xing	30	向量检索	term	索引类型	curated	2026-09-17
索引覆盖	suo yin fu gai	30	后端数据	term	索引覆盖	curated	2026-09-17
索引选择性	suo yin xuan ze xing	30	后端数据	term	索引选择性	curated	2026-09-17
索引重建	suo yin chong jian	30	向量检索	term	索引重建	curated	2026-09-17
紧急修复	jin ji xiu fu	30	排障修复	term	紧急修复	curated	2026-09-17
紧耦合	jin ou he	30	架构设计	term	紧耦合	curated	2026-09-17
红绿重构	hong lv chong gou	30	测试验收	term	红绿重构	curated	2026-09-17
线上验证	xian shang yan zheng	30	测试验收	term	线上验证	curated	2026-09-17
线程池	xian cheng chi	30	后端数据	term	线程池	curated	2026-09-17
线程阻塞	xian cheng zu se	30	排障修复	term	线程阻塞	curated	2026-09-17
组件化开发	zu jian hua kai fa	30	前端交互	term	组件化开发	curated	2026-09-17
组件卸载	zu jian xie zai	30	前端交互	term	组件卸载	curated	2026-09-17
组件复用	zu jian fu yong	30	前端交互	term	组件复用	curated	2026-09-17
组件封装	zu jian feng zhuang	30	前端交互	term	组件封装	curated	2026-09-17
组件属性	zu jian shu xing	30	前端交互	term	组件属性	curated	2026-09-17
组件库	zu jian ku	30	前端交互	term	组件库	curated	2026-09-17
组件挂载	zu jian gua zai	30	前端交互	term	组件挂载	curated	2026-09-17
组件插槽	zu jian cha cao	30	前端交互	term	组件插槽	curated	2026-09-17
组件更新	zu jian geng xin	30	前端交互	term	组件更新	curated	2026-09-17
组件测试	zu jian ce shi	30	测试验收	term	组件测试	curated	2026-09-17
组件状态	zu jian zhuang tai	30	前端交互	term	组件状态	curated	2026-09-17
组件生命周期	zu jian sheng ming zhou qi	30	前端交互	term	组件生命周期	curated	2026-09-17
组件通信	zu jian tong xin	30	前端交互	term	组件通信	curated	2026-09-17
组合优于继承	zu he you yu ji cheng	30	架构设计	term	组合优于继承	curated	2026-09-17
组合式函数	zu he shi han shu	30	前端交互	term	组合式函数	curated	2026-09-17
组合式接口	zu he shi jie kou	30	前端交互	term	组合式接口	curated	2026-09-17
组合模式	zu he mo shi	30	架构设计	term	组合模式	curated	2026-09-17
组合输入	zu he shu ru	30	桌面移动	term	组合输入	curated	2026-09-17
终止状态	zhong zhi zhuang tai	30	架构设计	term	终止状态	curated	2026-09-17
绑定挂载	bang ding gua zai	30	可靠运维	term	绑定挂载	curated	2026-09-17
结对编程	jie dui bian cheng	30	代理开发	term	结对编程	curated	2026-09-17
结构化并发	jie gou hua bing fa	30	桌面移动	term	结构化并发	curated	2026-09-17
绝对定位	jue dui ding wei	30	前端交互	term	绝对定位	curated	2026-09-17
统一语言	tong yi yu yan	30	项目协作	term	统一语言	curated	2026-09-17
继续实现	ji xu shi xian	30	代理开发	term	继续实现	curated	2026-09-17
继续审查	ji xu shen cha	30	代理开发	term	继续审查	curated	2026-09-17
继续执行	ji xu zhi xing	30	代理开发	term	继续执行	curated	2026-09-17
继续排查	ji xu pai cha	30	排障修复	term	继续排查	curated	2026-09-17
缓存击穿	huan cun ji chuan	30	排障修复	term	缓存击穿	curated	2026-09-17
缓存命中	huan cun ming zhong	30	开发操作	term	缓存命中	curated	2026-09-17
缓存失效	huan cun shi xiao	30	排障修复	term	缓存失效	curated	2026-09-17
缓存污染	huan cun wu ran	30	排障修复	term	缓存污染	curated	2026-09-17
缓存穿透	huan cun chuan tou	30	排障修复	term	缓存穿透	curated	2026-09-17
缓存过期	huan cun guo qi	30	排障修复	term	缓存过期	curated	2026-09-17
缓存雪崩	huan cun xue beng	30	排障修复	term	缓存雪崩	curated	2026-09-17
编码约定	bian ma yue ding	30	代理开发	term	编码约定	curated	2026-09-17
编码转换	bian ma zhuan huan	30	后端数据	term	编码转换	curated	2026-09-17
编程助手	bian cheng zhu shou	30	代理开发	term	编程助手	curated	2026-09-17
编译器版本	bian yi qi ban ben	30	开发操作	term	编译器版本	curated	2026-09-17
编译失败	bian yi shi bai	30	开发操作	term	编译失败	curated	2026-09-17
编译检查	bian yi jian cha	30	测试验收	term	编译检查	curated	2026-09-17
网格布局	wang ge bu ju	30	前端交互	term	网格布局	curated	2026-09-17
网络权限	wang luo quan xian	30	代理开发	term	网络权限	curated	2026-09-17
网络超时	wang luo chao shi	30	开发操作	term	网络超时	curated	2026-09-17
联合索引	lian he suo yin	30	后端数据	term	联合索引	curated	2026-09-17
联表查询	lian biao cha xun	30	后端数据	term	联表查询	curated	2026-09-17
聚合	ju he	30	架构设计	term	聚合	curated	2026-09-17
聚合根	ju he gen	30	架构设计	term	聚合根	curated	2026-09-17
聚合边界	ju he bian jie	30	架构设计	term	聚合边界	curated	2026-09-17
聚焦状态	ju jiao zhuang tai	30	前端交互	term	聚焦状态	curated	2026-09-17
聚簇索引	ju cu suo yin	30	后端数据	term	聚簇索引	curated	2026-09-17
脏工作区	zang gong zuo qu	30	版本协作	term	脏工作区	curated	2026-09-17
脏读	zang du	30	后端数据	term	脏读	curated	2026-09-17
自主推进	zi zhu tui jin	30	代理开发	term	自主推进	curated	2026-09-17
自主编程	zi zhu bian cheng	30	代理开发	term	自主编程	curated	2026-09-17
自动化验证	zi dong hua yan zheng	30	测试验收	term	自动化验证	curated	2026-09-17
自动合并	zi dong he bing	30	版本协作	term	自动合并	curated	2026-09-17
自动回滚	zi dong hui gun	30	可靠运维	term	自动回滚	curated	2026-09-17
自动审批	zi dong shen pi	30	代理开发	term	自动审批	curated	2026-09-17
自动扩容	zi dong kuo rong	30	可靠运维	term	自动扩容	curated	2026-09-17
自动更新	zi dong geng xin	30	桌面移动	term	自动更新	curated	2026-09-17
自动检查	zi dong jian cha	30	版本协作	term	自动检查	curated	2026-09-17
自动模式	zi dong mo shi	30	代理开发	term	自动模式	curated	2026-09-17
自动缩容	zi dong suo rong	30	可靠运维	term	自动缩容	curated	2026-09-17
自定义指令	zi ding yi zhi ling	30	前端交互	term	自定义指令	curated	2026-09-17
自定义钩子	zi ding yi gou zi	30	前端交互	term	自定义钩子	curated	2026-09-17
自适应布局	zi shi ying bu ju	30	前端交互	term	自适应布局	curated	2026-09-17
至多一次	zhi duo yi ci	30	后端数据	term	至多一次	curated	2026-09-17
至少一次	zhi shao yi ci	30	后端数据	term	至少一次	curated	2026-09-17
节流	jie liu	30	前端交互	term	节流	curated	2026-09-17
节点亲和	jie dian qin he	30	可靠运维	term	节点亲和	curated	2026-09-17
节点调度	jie dian diao du	30	可靠运维	term	节点调度	curated	2026-09-17
英文补全	ying wen bu quan	30	桌面移动	term	英文补全	curated	2026-09-17
菜单	cai dan	30	前端交互	term	菜单	curated	2026-09-17
菜单栏	cai dan lan	30	桌面移动	term	菜单栏	curated	2026-09-17
蓝牙权限	lan ya quan xian	30	桌面移动	term	蓝牙权限	curated	2026-09-17
蓝绿发布	lan lv fa bu	30	可靠运维	term	蓝绿发布	curated	2026-09-17
虚拟列表	xu ni lie biao	30	前端交互	term	虚拟列表	curated	2026-09-17
虚拟文档树	xu ni wen dang shu	30	前端交互	term	虚拟文档树	curated	2026-09-17
虚拟滚动	xu ni gun dong	30	前端交互	term	虚拟滚动	curated	2026-09-17
虚拟节点	xu ni jie dian	30	前端交互	term	虚拟节点	curated	2026-09-17
虚拟视图	xu ni shi tu	30	前端交互	term	虚拟视图	curated	2026-09-17
行为驱动开发	xing wei qu dong kai fa	30	测试验收	term	行为驱动开发	curated	2026-09-17
行级权限	xing ji quan xian	30	后端数据	term	行级权限	curated	2026-09-17
行覆盖率	xing fu gai lv	30	测试验收	term	行覆盖率	curated	2026-09-17
行锁	xing suo	30	后端数据	term	行锁	curated	2026-09-17
补丁冲突	bu ding chong tu	30	版本协作	term	补丁冲突	curated	2026-09-17
补丁审查	bu ding shen cha	30	版本协作	term	补丁审查	curated	2026-09-17
补丁文件	bu ding wen jian	30	版本协作	term	补丁文件	curated	2026-09-17
补充测试	bu chong ce shi	30	测试验收	term	补充测试	curated	2026-09-17
补充验证	bu chong yan zheng	30	代理开发	term	补充验证	curated	2026-09-17
表单提交	biao dan ti jiao	30	前端交互	term	表单提交	curated	2026-09-17
表单校验	biao dan jiao yan	30	前端交互	term	表单校验	curated	2026-09-17
表单状态	biao dan zhuang tai	30	前端交互	term	表单状态	curated	2026-09-17
表单重置	biao dan chong zhi	30	前端交互	term	表单重置	curated	2026-09-17
表现层	biao xian ceng	30	架构设计	term	表现层	curated	2026-09-17
表锁	biao suo	30	后端数据	term	表锁	curated	2026-09-17
表驱动测试	biao qu dong ce shi	30	测试验收	term	表驱动测试	curated	2026-09-17
装饰器模式	zhuang shi qi mo shi	30	架构设计	term	装饰器模式	curated	2026-09-17
覆盖失败路径	fu gai shi bai lu jing	30	测试验收	term	覆盖失败路径	curated	2026-09-17
覆盖核心流程	fu gai he xin liu cheng	30	测试验收	term	覆盖核心流程	curated	2026-09-17
覆盖索引	fu gai suo yin	30	后端数据	term	覆盖索引	curated	2026-09-17
覆盖边界条件	fu gai bian jie tiao jian	30	测试验收	term	覆盖边界条件	curated	2026-09-17
观察对象	guan cha dui xiang	30	桌面移动	term	观察对象	curated	2026-09-17
观察者模式	guan cha zhe mo shi	30	架构设计	term	观察者模式	curated	2026-09-17
视图模型	shi tu mo xing	30	架构设计	term	视图模型	curated	2026-09-17
视图生命周期	shi tu sheng ming zhou qi	30	桌面移动	term	视图生命周期	curated	2026-09-17
角色权限	jue se quan xian	30	后端数据	term	角色权限	curated	2026-09-17
解决冲突	jie jue chong tu	30	版本协作	term	解决冲突	curated	2026-09-17
解决合并冲突	jie jue he bing chong tu	30	版本协作	term	解决合并冲突	curated	2026-09-17
触控事件	chu kong shi jian	30	桌面移动	term	触控事件	curated	2026-09-17
触觉反馈	chu jue fan kui	30	桌面移动	term	触觉反馈	curated	2026-09-17
计划审批	ji hua shen pi	30	代理开发	term	计划审批	curated	2026-09-17
计划模式	ji hua mo shi	30	代理开发	term	计划模式	curated	2026-09-17
计划步骤	ji hua bu zhou	30	代理开发	term	计划步骤	curated	2026-09-17
计划调整	ji hua tiao zheng	30	代理开发	term	计划调整	curated	2026-09-17
计划验证	ji hua yan zheng	30	代理开发	term	计划验证	curated	2026-09-17
许可证检查	xu ke zheng jian cha	30	测试验收	term	许可证检查	curated	2026-09-17
设计令牌	she ji ling pai	30	前端交互	term	设计令牌	curated	2026-09-17
设计决策	she ji jue ce	30	项目协作	term	设计决策	curated	2026-09-17
设计文档	she ji wen dang	30	项目协作	term	设计文档	curated	2026-09-17
设计方案	she ji fang an	30	项目协作	term	设计方案	curated	2026-09-17
设计权衡	she ji quan heng	30	架构设计	term	设计权衡	curated	2026-09-17
设计系统	she ji xi tong	30	前端交互	term	设计系统	curated	2026-09-17
设计约束	she ji yue shu	30	项目协作	term	设计约束	curated	2026-09-17
访问令牌	fang wen ling pai	30	后端数据	term	访问令牌	curated	2026-09-17
访问者模式	fang wen zhe mo shi	30	架构设计	term	访问者模式	curated	2026-09-17
证书续期	zheng shu xu qi	30	可靠运维	term	证书续期	curated	2026-09-17
证书轮换	zheng shu lun huan	30	可靠运维	term	证书轮换	curated	2026-09-17
评审意见	ping shen yi jian	30	项目协作	term	评审意见	curated	2026-09-17
评审通过	ping shen tong guo	30	版本协作	term	评审通过	curated	2026-09-17
详细设计	xiang xi she ji	30	项目协作	term	详细设计	curated	2026-09-17
语义化版本	yu yi hua ban ben	30	开发操作	term	语义化版本	curated	2026-09-17
语义召回	yu yi zhao hui	30	向量检索	term	语义召回	curated	2026-09-17
语义搜索	yu yi sou suo	30	开发操作	term	语义搜索	curated	2026-09-17
语义标签	yu yi biao qian	30	前端交互	term	语义标签	curated	2026-09-17
语句覆盖率	yu ju fu gai lv	30	测试验收	term	语句覆盖率	curated	2026-09-17
语法检查	yu fa jian cha	30	测试验收	term	语法检查	curated	2026-09-17
说明限制	shuo ming xian zhi	30	代理开发	term	说明限制	curated	2026-09-17
请求上下文	qing qiu shang xia wen	30	后端数据	term	请求上下文	curated	2026-09-17
请求体	qing qiu ti	30	后端数据	term	请求体	curated	2026-09-17
请求修改	qing qiu xiu gai	30	版本协作	term	请求修改	curated	2026-09-17
请求参数	qing qiu can shu	30	后端数据	term	请求参数	curated	2026-09-17
请求失败	qing qiu shi bai	30	排障修复	term	请求失败	curated	2026-09-17
请求头	qing qiu tou	30	后端数据	term	请求头	curated	2026-09-17
请求方法	qing qiu fang fa	30	后端数据	term	请求方法	curated	2026-09-17
请求追踪	qing qiu zhui zong	30	可靠运维	term	请求追踪	curated	2026-09-17
请求量	qing qiu liang	30	可靠运维	term	请求量	curated	2026-09-17
读写一致性	du xie yi zhi xing	30	后端数据	term	读写一致性	curated	2026-09-17
读写分离	du xie fen li	30	后端数据	term	读写分离	curated	2026-09-17
读取超时	du qu chao shi	30	可靠运维	term	读取超时	curated	2026-09-17
读已提交	du yi ti jiao	30	后端数据	term	读已提交	curated	2026-09-17
读未提交	du wei ti jiao	30	后端数据	term	读未提交	curated	2026-09-17
调用关系	diao yong guan xi	30	开发操作	term	调用关系	curated	2026-09-17
调用堆栈	diao yong dui zhan	30	排障修复	term	调用堆栈	curated	2026-09-17
调用链	diao yong lian	30	开发操作	term	调用链	curated	2026-09-17
调试日志	tiao shi ri zhi	30	排障修复	term	调试日志	curated	2026-09-17
调试构建	tiao shi gou jian	30	开发操作	term	调试构建	curated	2026-09-17
负样本挖掘	fu yang ben wa jue	30	向量检索	term	负样本挖掘	curated	2026-09-17
负载测试	fu zai ce shi	30	测试验收	term	负载测试	curated	2026-09-17
责任链模式	ze ren lian mo shi	30	架构设计	term	责任链模式	curated	2026-09-17
资源池	zi yuan chi	30	后端数据	term	资源池	curated	2026-09-17
资源泄漏	zi yuan xie lou	30	排障修复	term	资源泄漏	curated	2026-09-17
资源配额	zi yuan pei e	30	可靠运维	term	资源配额	curated	2026-09-17
资源限制	zi yuan xian zhi	30	可靠运维	term	资源限制	curated	2026-09-17
超时处理	chao shi chu li	30	排障修复	term	超时处理	curated	2026-09-17
超时预算	chao shi yu suan	30	可靠运维	term	超时预算	curated	2026-09-17
超长输入	chao chang shu ru	30	测试验收	term	超长输入	curated	2026-09-17
越界访问	yue jie fang wen	30	排障修复	term	越界访问	curated	2026-09-17
距离阈值	ju li yu zhi	30	向量检索	term	距离阈值	curated	2026-09-17
跟踪分支	gen zong fen zhi	30	版本协作	term	跟踪分支	curated	2026-09-17
跨平台应用	kua ping tai ying yong	30	桌面移动	term	跨平台应用	curated	2026-09-17
路径参数	lu jing can shu	30	后端数据	term	路径参数	curated	2026-09-17
路径覆盖率	lu jing fu gai lv	30	测试验收	term	路径覆盖率	curated	2026-09-17
路由分割	lu you fen ge	30	前端交互	term	路由分割	curated	2026-09-17
路由切换	lu you qie huan	30	前端交互	term	路由切换	curated	2026-09-17
路由匹配	lu you pi pei	30	后端数据	term	路由匹配	curated	2026-09-17
路由参数	lu you can shu	30	后端数据	term	路由参数	curated	2026-09-17
路由守卫	lu you shou wei	30	后端数据	term	路由守卫	curated	2026-09-17
路由嵌套	lu you qian tao	30	前端交互	term	路由嵌套	curated	2026-09-17
路由懒加载	lu you lan jia zai	30	前端交互	term	路由懒加载	curated	2026-09-17
路由注册	lu you zhu ce	30	后端数据	term	路由注册	curated	2026-09-17
路由跳转	lu you tiao zhuan	30	前端交互	term	路由跳转	curated	2026-09-17
路由重定向	lu you chong ding xiang	30	前端交互	term	路由重定向	curated	2026-09-17
路由鉴权	lu you jian quan	30	前端交互	term	路由鉴权	curated	2026-09-17
跳转定义	tiao zhuan ding yi	30	开发操作	term	跳转定义	curated	2026-09-17
身份认证	shen fen ren zheng	30	后端数据	term	身份认证	curated	2026-09-17
软删除	ruan shan chu	30	后端数据	term	软删除	curated	2026-09-17
辅助功能权限	fu zhu gong neng quan xian	30	桌面移动	term	辅助功能权限	curated	2026-09-17
辅助编程	fu zhu bian cheng	30	代理开发	term	辅助编程	curated	2026-09-17
输入契约	shu ru qi yue	30	架构设计	term	输入契约	curated	2026-09-17
输入校验	shu ru jiao yan	30	后端数据	term	输入校验	curated	2026-09-17
输入法事件	shu ru fa shi jian	30	桌面移动	term	输入法事件	curated	2026-09-17
输入法候选	shu ru fa hou xuan	30	桌面移动	term	输入法候选	curated	2026-09-17
输入源	shu ru yuan	30	桌面移动	term	输入源	curated	2026-09-17
输入防抖	shu ru fang dou	30	前端交互	term	输入防抖	curated	2026-09-17
输出契约	shu chu qi yue	30	架构设计	term	输出契约	curated	2026-09-17
输出目录	shu chu mu lu	30	开发操作	term	输出目录	curated	2026-09-17
边界处理	bian jie chu li	30	排障修复	term	边界处理	curated	2026-09-17
边界条件	bian jie tiao jian	30	项目协作	term	边界条件	curated	2026-09-17
边界用例	bian jie yong li	30	测试验收	term	边界用例	curated	2026-09-17
迁移方案	qian yi fang an	30	项目协作	term	迁移方案	curated	2026-09-17
过度抽象	guo du chou xiang	30	架构设计	term	过度抽象	curated	2026-09-17
过度设计	guo du she ji	30	架构设计	term	过度设计	curated	2026-09-17
过期闭包	guo qi bi bao	30	前端交互	term	过期闭包	curated	2026-09-17
过滤下推	guo lv xia tui	30	向量检索	term	过滤下推	curated	2026-09-17
过滤召回	guo lv zhao hui	30	向量检索	term	过滤召回	curated	2026-09-17
运行依赖	yun xing yi lai	30	开发操作	term	运行依赖	curated	2026-09-17
运行失败	yun xing shi bai	30	开发操作	term	运行失败	curated	2026-09-17
运行定向测试	yun xing ding xiang ce shi	30	代理开发	term	运行定向测试	curated	2026-09-17
运行日志	yun xing ri zhi	30	排障修复	term	运行日志	curated	2026-09-17
运行测试	yun xing ce shi	30	测试验收	term	运行测试	curated	2026-09-17
近似近邻	jin si jin lin	30	向量检索	term	近似近邻	curated	2026-09-17
还原提交	huan yuan ti jiao	30	版本协作	term	还原提交	curated	2026-09-17
进度同步	jin du tong bu	30	项目协作	term	进度同步	curated	2026-09-17
进度条	jin du tiao	30	前端交互	term	进度条	curated	2026-09-17
进程保活	jin cheng bao huo	30	桌面移动	term	进程保活	curated	2026-09-17
进程间通信	jin cheng jian tong xin	30	桌面移动	term	进程间通信	curated	2026-09-17
进程隔离	jin cheng ge li	30	桌面移动	term	进程隔离	curated	2026-09-17
远程仓库	yuan cheng cang ku	30	开发操作	term	远程仓库	curated	2026-09-17
远程分支	yuan cheng fen zhi	30	版本协作	term	远程分支	curated	2026-09-17
远程地址	yuan cheng di zhi	30	版本协作	term	远程地址	curated	2026-09-17
远程构建	yuan cheng gou jian	30	开发操作	term	远程构建	curated	2026-09-17
连接复用	lian jie fu yong	30	后端数据	term	连接复用	curated	2026-09-17
连接池	lian jie chi	30	后端数据	term	连接池	curated	2026-09-17
连接泄漏	lian jie xie lou	30	后端数据	term	连接泄漏	curated	2026-09-17
连接超时	lian jie chao shi	30	后端数据	term	连接超时	curated	2026-09-17
迭代器模式	die dai qi mo shi	30	架构设计	term	迭代器模式	curated	2026-09-17
迭代回顾	die dai hui gu	30	项目协作	term	迭代回顾	curated	2026-09-17
迭代目标	die dai mu biao	30	项目协作	term	迭代目标	curated	2026-09-17
迭代计划	die dai ji hua	30	项目协作	term	迭代计划	curated	2026-09-17
迭代评审	die dai ping shen	30	项目协作	term	迭代评审	curated	2026-09-17
追踪标识	zhui zong biao shi	30	可靠运维	term	追踪标识	curated	2026-09-17
退出流程	tui chu liu cheng	30	开发操作	term	退出流程	curated	2026-09-17
适配器	shi pei qi	30	架构设计	term	适配器	curated	2026-09-17
适配层	shi pei ceng	30	架构设计	term	适配层	curated	2026-09-17
选中状态	xuan zhong zhuang tai	30	前端交互	term	选中状态	curated	2026-09-17
选择器	xuan ze qi	30	前端交互	term	选择器	curated	2026-09-17
逻辑删除	luo ji shan chu	30	后端数据	term	逻辑删除	curated	2026-09-17
避免无关修改	bi mian wu guan xiu gai	30	代理开发	term	避免无关修改	curated	2026-09-17
避免无关重构	bi mian wu guan chong gou	30	排障修复	term	避免无关重构	curated	2026-09-17
部分索引	bu fen suo yin	30	后端数据	term	部分索引	curated	2026-09-17
部署环境	bu shu huan jing	30	可靠运维	term	部署环境	curated	2026-09-17
配置中心	pei zhi zhong xin	30	可靠运维	term	配置中心	curated	2026-09-17
配置优先级	pei zhi you xian ji	30	可靠运维	term	配置优先级	curated	2026-09-17
配置文件	pei zhi wen jian	30	可靠运维	term	配置文件	curated	2026-09-17
配置校验	pei zhi jiao yan	30	可靠运维	term	配置校验	curated	2026-09-17
配置热加载	pei zhi re jia zai	30	可靠运维	term	配置热加载	curated	2026-09-17
配置目录	pei zhi mu lu	30	开发操作	term	配置目录	curated	2026-09-17
配置覆盖	pei zhi fu gai	30	可靠运维	term	配置覆盖	curated	2026-09-17
配置项	pei zhi xiang	30	可靠运维	term	配置项	curated	2026-09-17
释放后使用	shi fang hou shi yong	30	排障修复	term	释放后使用	curated	2026-09-17
里氏替换	li shi ti huan	30	架构设计	term	里氏替换	curated	2026-09-17
里程碑	li cheng bei	30	项目协作	term	里程碑	curated	2026-09-17
重复执行	chong fu zhi xing	30	排障修复	term	重复执行	curated	2026-09-17
重复投递	chong fu tou di	30	后端数据	term	重复投递	curated	2026-09-17
重复提交	chong fu ti jiao	30	排障修复	term	重复提交	curated	2026-09-17
重复消费	chong fu xiao fei	30	排障修复	term	重复消费	curated	2026-09-17
重复请求	chong fu qing qiu	30	排障修复	term	重复请求	curated	2026-09-17
重复输入	chong fu shu ru	30	测试验收	term	重复输入	curated	2026-09-17
重建知识库	chong jian zhi shi ku	30	向量检索	term	重建知识库	curated	2026-09-17
重排分数	chong pai fen shu	30	向量检索	term	重排分数	curated	2026-09-17
重排接口	chong pai jie kou	30	向量检索	term	重排接口	curated	2026-09-17
重排数量	chong pai shu liang	30	向量检索	term	重排数量	curated	2026-09-17
重排服务	chong pai fu wu	30	向量检索	term	重排服务	curated	2026-09-17
重排窗口	chong pai chuang kou	30	向量检索	term	重排窗口	curated	2026-09-17
重排阈值	chong pai yu zhi	30	向量检索	term	重排阈值	curated	2026-09-17
重试处理	chong shi chu li	30	排障修复	term	重试处理	curated	2026-09-17
重试预算	chong shi yu suan	30	可靠运维	term	重试预算	curated	2026-09-17
野指针	ye zhi zhen	30	排障修复	term	野指针	curated	2026-09-17
量化索引	liang hua suo yin	30	向量检索	term	量化索引	curated	2026-09-17
金丝雀发布	jin si que fa bu	30	可靠运维	term	金丝雀发布	curated	2026-09-17
链接失败	lian jie shi bai	30	开发操作	term	链接失败	curated	2026-09-17
锁定版本	suo ding ban ben	30	开发操作	term	锁定版本	curated	2026-09-17
锁文件	suo wen jian	30	开发操作	term	锁文件	curated	2026-09-17
错误上下文	cuo wu shang xia wen	30	排障修复	term	错误上下文	curated	2026-09-17
错误信息	cuo wu xin xi	30	排障修复	term	错误信息	curated	2026-09-17
错误契约	cuo wu qi yue	30	架构设计	term	错误契约	curated	2026-09-17
错误提示	cuo wu ti shi	30	前端交互	term	错误提示	curated	2026-09-17
